URL,Image_URL,Name,Original_Price(INR),Discount_Price(INR),Discount_Percentage
https://www.nike.com/ph/t/calm-slides-T7qMVF/DX4816-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/160957be-395d-47a0-a5dc-b061a77033f4/W+NIKE+CALM+SLIDE.png",Nike Calm,4048.2,3238.56,20.0
https://www.nike.com/ph/t/vomero-18-road-running-shoes-3zjUcMii/IM6010-060,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4e21f8a6-ade5-4936-8c5e-34c4d26a44b1/NIKE+VOMERO+18.png",Nike Vomero 18,14188.2,11350.56,20.0
https://www.nike.com/ph/t/pacific-leather-shoes-RWl736OY/IM4006-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8c3b3183-0dd6-4613-b95e-47ff95cef656/NIKE+PACIFIC+LTR.png",Nike Pacific Leather,6700.2,5360.16,20.0
https://www.nike.com/ph/t/pegasus-road-running-shoes-vzT0Wmlv/IM6778-902,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b933ab94-921a-4a96-933f-fa730fc37a9a/NIKE+PEGASUS+PREMIUM.png",Nike Pegasus Premium,20116.2,16092.96,20.0
https://www.nike.com/ph/t/charge-canvas-shoes-ldqCls/IB2748-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/116a5613-4872-46c8-aa32-ae92acbde381/NIKE+CHARGE+CNVS.png",Nike Charge Canvas,5608.2,4486.56,20.0
https://www.nike.com/ph/t/vaporfly-4-road-racing-shoes-PTwDtp/HF6414-401,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/385e560b-38b3-4b23-8c23-cf5e83d39b5d/ZOOMX+VAPORFLY+NEXT%25+4.png",Nike Vaporfly 4,20740.2,16592.16,20.0
https://www.nike.com/ph/t/cortez-leather-se-shoes-vCAOr7qg/IM8057-297,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/bedb0bf3-8009-4e34-96a9-9fe186d5ccff/NIKE+CORTEZ+LTR+SE.png",Nike Cortez Leather SE,9820.2,7856.16,20.0
https://www.nike.com/ph/t/killshot-2-shoes-CqGk4H/FZ5630-102,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/887dd5d7-0968-4b91-8ba3-57b56c1f1cf8/W+KILLSHOT+2.png",Nike Killshot 2,8104.2,6483.36,20.0
https://www.nike.com/ph/t/jordan-cmft-era-shoes-0wIhoFyp/HJ6778-002,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8f19d382-7932-4c1b-abf3-30d6c489b297/WMNS+JORDAN+CMFT+ERA.png",Jordan CMFT Era,10912.2,6547.32,40.0
https://www.nike.com/ph/t/running-lightweight-micro-crew-socks-QMRs70fV/IB6114-101,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0c9a5060-f118-479c-b5db-f74af9ba56de/U+NK+LTWT+RUN+MCRW+1PR+-+200.png",Nike Running Lightweight,1318.2,1054.56,20.0
